solar_generation,date,hour,variable_1,variable_2,variable_3,variable_4,variable_5
,20180308,200,-1.4,72,0.424,4.82,21.71541745
,20180308,300,-2.4,77,0.427,4.37,102.4871
,20180308,400,-2.3,81,0.431,4.85,27.70339581
,20180308,500,-1.8,79,0.429,4.47,113.2686359
,20180308,600,-2.2,81,0.427,5.08,124.5083274
,20180308,700,-2.5,88,0.422,5.23,68.33111864
,20180308,800,-2.2,90,-99,5.06,63.52299492
,20180308,900,-2,88,-99,5.34,64.12013645
,20180308,1000,-2,82,0.428,5.76,127.783755
,20180308,1100,-2.2,81,0.426,5.96,144.7243512
,20180308,1200,-1.6,72,0.426,6.28,85.88210262
,20180308,1300,-1.4,69,0.426,5.97,37.69723089
,20180308,1400,-1,66,0.428,5.36,53.93710362
,20180308,1500,-0.7,62,0.421,5.3,123.4446281
,20180308,1600,-0.5,60,0.426,5.51,51.40490286
,20180308,1700,-0.8,60,0.426,4.1,47.12592179
,20180308,1800,-1,57,0.423,5.14,23.64460244
,20180308,1900,-1.2,59,0.427,4.72,148.5879503
,20180308,2000,-1.7,63,0.425,4.69,143.3592534
,20180308,2100,-2.2,66,0.422,5.44,141.3035056
,20180308,2200,-3,70,0.424,4.72,99.17687806
,20180308,2300,-4.6,79,0.426,4.43,100.3922913
,20180309,0,-5.6,86,0.421,4.28,7.741369036
,20180309,100,-6.2,89,0.421,3.79,143.4437211
,20180309,200,-6.8,92,0.42,4.04,142.3180505
,20180309,300,-7.1,94,0.422,5.26,32.48653804
,20180309,400,-7.1,93,0.422,2.93,58.47654222
,20180309,500,-7.2,93,0.417,5.05,86.28519212
,20180309,600,-7.4,93,0.417,4.99,147.0409153
,20180309,700,-6.8,93,0.42,6.32,98.33189323
,20180309,800,-3.3,89,0.417,6.03,134.1544184
,20180309,900,-0.6,74,0.416,6.68,46.59439512
,20180309,1000,1.7,60,0.42,6.47,67.19101975
,20180309,1100,4,50,0.419,6.71,143.588632
,20180309,1200,6,42,0.418,5.87,53.37302371
,20180309,1300,7.3,38,0.42,6.19,54.20187786
,20180309,1400,7.9,40,0.42,6.27,139.0550511
,20180309,1500,8.8,41,-99,5.81,107.9715521
,20180309,1600,9.6,40,0.42,5.68,136.1134323
,20180309,1700,9.7,41,0.417,5.49,13.95483511
,20180309,1800,9.5,43,0.416,5.06,95.8092112
,20180309,1900,8.7,45,0.413,4.56,81.48841237
,20180309,2000,7.7,48,0.416,5.04,118.7769729
,20180309,2100,7,50,0.416,4.15,67.51819034
,20180309,2200,6.4,52,0.417,4.23,53.13629587
,20180309,2300,6.1,53,0.415,3.82,125.1981215
,20180310,0,5.7,53,0.412,4.64,35.16623017
,20180310,100,6,51,-99,4.26,130.4222087
,20180310,200,7.5,46,0.414,4.53,136.4470826
,20180310,300,7.5,46,0.412,3.98,26.7930814
,20180310,400,7.6,46,0.412,4.54,15.74390094
,20180310,500,6.9,61,0.412,5.15,6.210709229
,20180310,600,5.3,85,0.412,4.58,32.77626915
,20180310,700,5.6,87,0.414,4.83,66.60683232
,20180310,800,6.1,82,0.414,5.56,43.4918385
,20180310,900,6.6,83,0.412,6.42,45.32464082
,20180310,1000,7.7,85,0.412,5.82,43.99962406
,20180310,1100,8.9,85,0.41,5.87,5.059174216
,20180310,1200,10.5,80,0.41,6.56,58.50738293
,20180310,1300,11.7,73,0.412,5.85,110.1411504
,20180310,1400,12.3,70,0.412,5.62,142.0013979
,20180310,1500,12.1,71,0.412,6,75.59097842
,20180310,1600,12,73,0.411,5.06,60.45112604
,20180310,1700,12,73,-99,5.43,125.7813767
,20180310,1800,11,77,0.41,4.88,126.9987421
,20180310,1900,8.9,85,0.409,3.61,44.36882681
,20180310,2000,6.9,93,0.409,4.26,105.546684
,20180310,2100,6.6,97,0.407,4.57,26.11050931
,20180310,2200,5.9,98,0.405,4.38,51.11522741
,20180310,2300,4.8,100,0.404,3.66,0.1039068
,20180311,0,4,100,0.404,5.32,43.59176519
,20180311,100,5.5,100,0.408,4.96,26.1988011
,20180311,200,6.7,100,0.406,4.13,63.50317201
,20180311,300,6.9,100,0.406,4.91,31.20427904
,20180311,400,7.2,100,0.406,4.73,41.15806954
,20180311,500,7.1,100,0.404,5.39,36.48582274
,20180311,600,7.2,100,0.406,4.69,107.9184839
,20180311,700,7.2,100,0.404,4.94,129.1407729
,20180311,800,7.4,100,0.408,5.84,96.82611823
,20180311,900,8.2,100,0.409,5.72,39.07008789
,20180311,1000,9.2,100,0.405,6.04,69.17551226
,20180311,1100,10.3,99,0.407,5.52,75.64498148
,20180311,1200,12,87,0.41,5.57,65.19190401
,20180311,1300,12.9,74,0.408,5.96,85.72185217
,20180311,1400,13.1,72,0.411,5.86,37.13629637
,20180311,1500,12.8,75,0.411,5.8,86.95801753
,20180311,1600,12.5,74,0.411,5.42,106.8663477
,20180311,1700,11.7,78,0.411,4.68,78.70948076
,20180311,1800,10.7,90,0.408,4.87,80.65359237
,20180311,1900,9.9,96,0.407,3.41,8.958877902
,20180311,2000,9.5,99,0.453,4.77,3.559592586
,20180311,2100,8,100,0.461,4.66,50.9066677
,20180311,2200,5,98,0.466,4.6,136.2695383
,20180311,2300,4.8,96,0.463,4.79,121.469067
,20180312,0,3.5,98,0.46,4.88,74.02241174
,20180312,100,1.9,100,-99,4.7,42.54768841
,20180312,200,0.9,100,0.453,5.19,125.283098
,20180312,300,0.3,100,0.451,4.9,61.99789484
,20180312,400,0.1,100,0.445,4.09,121.7171038
,20180312,500,-0.5,99,0.452,4.93,69.57543351
,20180312,600,-0.8,96,0.449,5.22,7.386170244
,20180312,700,-1,95,0.446,5.1,24.94317775
,20180312,800,-1.2,94,0.454,6.34,133.9845559
,20180312,900,-9999,-9999,-99,5.79,92.67884386
,20180312,1000,0,85,0.446,6.78,101.6679429
,20180312,1100,1.2,81,0.453,6.67,147.9668257
,20180312,1200,2.6,73,0.447,6.62,109.9822893
,20180312,1300,3.7,63,0.449,5.96,151.3585065
,20180312,1400,4.3,57,0.447,5.89,108.152166
,20180312,1500,3.5,60,0.448,5.21,19.55020289
,20180312,1600,3.3,63,0.446,4.84,127.6476679
,20180312,1700,3.3,65,0.446,4.65,18.48159582
,20180312,1800,2.6,67,0.44,3.03,58.81193218
,20180312,1900,1.7,71,0.435,4.88,133.294438
,20180312,2000,0.9,76,0.434,4.75,127.2240115
,20180312,2100,0.5,80,0.44,4.2,54.28078112
,20180312,2200,0.3,79,0.431,5.13,145.24072
,20180312,2300,0,80,0.432,5.39,53.08956852
,20180313,0,-0.9,82,0.433,5.2,10.009763
,20180313,100,-1.3,86,0.432,4.41,132.1017203
,20180313,200,-1.1,87,0.432,4.96,24.86417049
,20180313,300,-1.1,88,0.427,4.53,51.864605
,20180313,400,-1.4,89,0.429,5.2,116.8166303
,20180313,500,-2,90,0.434,4.61,140.0006424
,20180313,600,-2.7,92,0.43,5.74,136.9083251
,20180313,700,-2.7,95,0.43,6.01,91.81995752
,20180313,800,-1.2,95,0.43,6.15,58.09144391
,20180313,900,-0.4,92,0.426,6.22,13.15221094
,20180313,1000,1.1,85,0.431,6.51,11.4235636
,20180313,1100,3,69,-99,5.9,86.97489548
,20180313,1200,3.6,58,0.43,5.93,91.51295077
,20180313,1300,4.4,54,0.424,6.28,27.04275798
,20180313,1400,5.3,50,0.424,6.02,111.5294546
,20180313,1500,5,50,0.427,6.05,83.67705524
,20180313,1600,5.4,46,0.427,5.38,36.92352625
,20180313,1700,4.5,46,0.422,4.5,147.7927134
,20180313,1800,3.6,49,0.427,4.37,148.5386845
,20180313,1900,2.2,53,0.427,4.93,125.2883382
,20180313,2000,1,54,0.432,4.24,70.9841273
,20180313,2100,0.4,56,0.432,5.46,39.98073307
,20180313,2200,0,57,0.433,4.42,79.65755331
,20180313,2300,0.2,57,0.428,4.83,87.2851802
,20180314,0,-0.2,65,0.433,4.82,18.7553446
,20180314,100,-1.8,82,0.428,4.38,39.03715806
,20180314,200,-2.6,79,0.433,3.84,26.0487455
,20180314,300,-3.4,76,0.43,4.6,79.81595506
,20180314,400,-3.9,77,0.428,4.66,149.6476465
,20180314,500,-4.3,78,0.435,4.16,134.7967475
,20180314,600,-4.6,77,0.431,5.65,131.2723359
,20180314,700,-4.7,75,0.432,5.56,13.90355714
,20180314,800,-4.1,77,0.429,6.69,52.03863102
,20180314,900,-3.4,71,0.429,6.64,53.06617667
,20180314,1000,-2.1,61,0.434,6.44,33.97071654
,20180314,1100,-0.7,55,0.434,6.63,137.3718808
,20180314,1200,0.7,49,0.428,6.21,122.9084701
,20180314,1300,1.7,46,0.434,6.81,19.6540251
,20180314,1400,2.9,41,0.428,6.07,123.3172262
,20180314,1500,3.5,37,0.43,6.49,71.00824641
,20180314,1600,3.7,37,0.43,5.51,75.87535415
,20180314,1700,3.4,36,0.429,4.94,84.87731633
,20180314,1800,2.5,38,0.425,5.3,61.38376124
,20180314,1900,1.1,43,0.427,4.83,78.53863961
,20180314,2000,-0.3,51,0.432,4.46,57.45064132
,20180314,2100,-0.6,51,0.429,4.71,96.27540508
,20180314,2200,-1.6,58,-99,4.77,85.93405051
,20180314,2300,-0.6,53,0.428,5.04,62.47809663
,20180315,0,1.4,46,0.425,4.63,49.98153381
,20180315,100,0.5,49,0.43,4.37,23.18226286
,20180315,200,-0.1,52,0.428,4.4,73.73738645
,20180315,300,0.9,48,0.431,4.71,117.7422729
,20180315,400,0.8,48,0.426,5.27,91.47775215
,20180315,500,0,52,0.428,5.09,142.4858869
,20180315,600,0.4,52,-99,5.48,132.8673047
,20180315,700,1.7,49,0.43,6.08,140.0260814
,20180315,800,5.1,42,0.43,6.11,125.2707431
,20180315,900,7.1,40,0.429,5.84,136.8467428
,20180315,1000,9.3,36,0.432,6.7,16.32944283
,20180315,1100,11.5,33,0.435,6.85,117.764503
,20180315,1200,13,32,0.435,6.73,82.31943729
,20180315,1300,14.5,31,0.434,5.95,7.592456091
,20180315,1400,15.2,30,0.431,6.33,122.8198987
,20180315,1500,15.7,30,0.429,5.97,15.24716475
,20180315,1600,16,29,0.429,5.99,38.46862686
,20180315,1700,15.7,29,-99,5.06,145.1774172
,20180315,1800,14.5,32,0.429,4.79,26.09712897
,20180315,1900,13.2,35,0.432,3.23,61.55273964
,20180315,2000,12.2,38,0.429,5.14,6.404811693
,20180315,2100,12.1,36,0.431,5.28,128.8349274
,20180315,2200,11.9,35,0.431,3.74,72.67173042
,20180315,2300,11.5,36,0.431,3.65,30.69660318
,20180316,0,11,37,0.434,4.8,121.019751
,20180316,100,9.9,41,0.43,3.78,13.17967988
,20180316,200,8.3,45,0.431,4.37,111.7834288
,20180316,300,6.9,50,0.428,4.49,142.9772251
,20180316,400,6,54,0.427,4.35,94.24789376
,20180316,500,6.6,53,0.428,5.06,146.373691
,20180316,600,6.6,53,0.432,5.58,18.40874357
,20180316,700,7,54,-99,6,52.70603274
,20180316,800,9.9,51,0.43,6.61,127.8463088
,20180316,900,12.3,47,0.43,6.53,55.03478547
,20180316,1000,13.1,47,0.432,6.22,37.1378339
,20180316,1100,14.5,45,0.429,6.58,119.9018255
,20180316,1200,15.7,44,0.426,6.25,74.56993596
,20180316,1300,16.8,43,0.427,5.72,83.25486562
,20180316,1400,17.1,41,0.423,6.27,21.62094253
,20180316,1500,17,41,0.421,5.7,21.41559763
,20180316,1600,17.2,41,-99,6.15,32.71498021
,20180316,1700,16.8,41,-99,4.96,39.25445485
,20180316,1800,15.7,44,0.42,3.66,91.68348641
,20180316,1900,13.3,50,0.42,4.47,24.81742843
,20180316,2000,10.9,60,0.42,4.44,131.6339328
,20180316,2100,8.6,71,0.421,4.96,84.45258223
,20180316,2200,9.5,72,0.422,4.45,13.16456532
,20180316,2300,11,65,0.422,4.76,18.78607052
,20180317,0,11,69,0.419,4.66,89.66675112
,20180317,100,11.6,74,0.422,4.49,16.82315094
,20180317,200,12,78,0.42,4.57,10.73804886
,20180317,300,12.3,83,0.421,4.22,102.9131611
,20180317,400,12.2,87,-99,4.29,63.18590079
,20180317,500,12.7,92,0.42,4.77,92.38158459
,20180317,600,12.4,96,0.42,4.88,47.51346466
,20180317,700,11.3,99,0.42,5.12,75.89516128
,20180317,800,12.3,100,0.424,5.8,27.35144953
,20180317,900,14.2,98,0.422,5.65,99.15877796
,20180317,1000,15.8,90,0.423,6.02,9.004199604
,20180317,1100,17.5,76,-99,6.43,68.75507956
,20180317,1200,19.2,65,0.421,6.66,23.10024747
,20180317,1300,20.4,52,0.42,5.84,145.6587866
,20180317,1400,21.5,41,0.417,6.05,105.9103406
,20180317,1500,20.8,46,0.417,6.4,93.76248793
,20180317,1600,20.5,55,0.417,5.98,128.6325444
,20180317,1700,20.4,54,0.418,4.73,3.48203507
,20180317,1800,19.2,60,0.414,4.35,96.87715778
,20180317,1900,17.8,65,0.412,5.32,58.25090178
,20180317,2000,17.4,51,0.419,4.03,136.1150705
,20180317,2100,14.2,70,0.414,4.54,32.60286344
,20180317,2200,11.8,79,0.415,4.58,90.26838208
,20180317,2300,10.1,85,0.414,4.17,59.92232127
,20180318,0,8.8,84,-99,5.26,6.262789952
,20180318,100,7.8,88,0.416,3.92,45.41345911
,20180318,200,7.5,91,0.414,2.9,125.2531003
,20180318,300,7.1,91,0.414,4.52,116.1956268
,20180318,400,7.1,88,-99,4.78,85.28117885
,20180318,500,6.9,88,0.416,4.14,138.7381201
,20180318,600,6.7,91,0.419,4.82,139.4608651
,20180318,700,6.9,92,0.412,5.41,107.4550554
,20180318,800,7.5,91,-99,5.79,120.8289722
,20180318,900,8.2,85,0.408,5.58,124.8780936
,20180318,1000,8.6,82,0.41,6.33,12.3025778
,20180318,1100,9,81,0.41,6.09,131.7875262
,20180318,1200,10.8,75,0.411,6.51,27.99794687
,20180318,1300,12.6,68,0.409,6.06,29.93980453
,20180318,1400,14.7,60,0.408,5.9,37.54195374
,20180318,1500,16.1,53,0.409,6.26,102.3065597
,20180318,1600,16.9,51,0.409,5.99,50.78863607
,20180318,1700,15.8,56,-99,5.12,133.6569475
,20180318,1800,14.3,61,0.404,4.36,35.92390578
,20180318,1900,11.6,73,0.406,5.34,98.51274246
,20180318,2000,10.8,78,0.406,2.62,93.06690334
,20180318,2100,10.2,81,0.405,4.52,73.6165131
,20180318,2200,9.7,85,0.408,4.77,24.78303071
,20180318,2300,9.3,89,-99,4.21,133.8739848
,20180319,0,9,90,0.408,4.63,142.9861263
,20180319,100,9.3,90,0.409,3.34,106.2361172
,20180319,200,9.1,89,0.41,5.18,63.06260436
,20180319,300,9.4,89,-99,4.54,122.8187655
,20180319,400,9.7,88,0.41,4.71,56.69748508
,20180319,500,9.2,94,0.411,5.21,94.17771861
,20180319,600,9.2,95,0.412,5.51,61.26602889
,20180319,700,9.4,96,0.412,5.62,89.31561962
,20180319,800,10.8,91,0.412,6.41,39.68307106
,20180319,900,13.3,76,0.409,6.27,117.8341967
,20180319,1000,14.6,74,0.409,6.13,42.85320299
,20180319,1100,14.7,76,0.408,6.47,73.17815918
,20180319,1200,14.8,77,0.407,6.19,53.29751016
,20180319,1300,15.6,76,0.407,5.71,122.6377303
,20180319,1400,15.6,75,0.406,5.46,53.44370002
,20180319,1500,14.2,85,0.409,5.88,123.2637421
,20180319,1600,13.9,92,0.41,5.35,76.02328806
,20180319,1700,13.9,92,0.405,4.85,8.819198697
,20180319,1800,13.4,95,-99,4.71,129.2464632
,20180319,1900,13.4,98,0.466,4.48,97.57120524
,20180319,2000,13.4,97,0.463,4.17,82.82171285
,20180319,2100,13.2,97,0.468,4.49,117.1251303
,20180319,2200,13,99,0.464,4.69,55.86061075
,20180319,2300,12.4,97,0.462,4.49,128.0287131
,20180320,0,10.5,100,0.464,4.13,56.71936096
,20180320,100,9.5,100,0.463,5.17,145.0981832
,20180320,200,10.3,100,0.459,5.36,88.05724101
,20180320,300,10.5,100,0.458,5.03,78.53684199
,20180320,400,10.5,100,0.455,5.32,8.564329673
,20180320,500,10.4,100,0.458,4.66,124.6771295
,20180320,600,9.8,96,0.457,5.26,79.55219255
,20180320,700,9.8,94,0.454,5.4,78.71182341
,20180320,800,9.7,93,0.452,5.27,91.39569733
,20180320,900,8.9,92,0.451,5.41,103.8164445
,20180320,1000,9.4,86,0.453,5.36,28.21158958
,20180320,1100,8.8,87,0.454,5.38,39.03657782
,20180320,1200,8.6,91,-99,5.19,89.04488859
,20180320,1300,8.4,90,0.453,5.92,12.13111999
,20180320,1400,8.1,93,0.454,5.68,138.0218084
,20180320,1500,7,95,0.456,5.95,92.43892578
,20180320,1600,5.3,96,0.459,5.27,144.04406
,20180320,1700,3.7,94,0.462,4.56,69.78462684
,20180320,1800,2.2,95,0.465,4.49,44.29204445
,20180320,1900,1,95,0.46,4.81,124.5072675
,20180320,2000,-0.1,93,0.458,5.05,31.26331258
,20180320,2100,-0.8,94,0.466,5.02,79.48245849
,20180320,2200,-1.3,94,-99,4.95,98.68938729
,20180320,2300,-1.5,92,0.46,5.38,88.17197371
,20180321,0,-1.5,92,0.464,4.27,83.20998529
,20180321,100,-1.4,94,0.459,5.15,45.20357986
,20180321,200,-1.3,94,0.453,4.22,108.2747796
,20180321,300,-1.3,94,0.452,4.87,99.5919314
,20180321,400,-1.4,94,0.457,4.43,143.4958502
,20180321,500,-1.4,94,0.456,5.19,116.0962989
,20180321,600,-1.6,93,0.451,4.48,81.91049766
,20180321,700,-1.7,93,0.45,5.02,69.54517183
,20180321,800,-1.6,91,0.455,5,122.1884232
,20180321,900,-1.7,91,0.451,6.07,47.65138903
,20180321,1000,-1.4,90,0.455,6.13,81.87576105
,20180321,1100,-1,87,0.453,5.51,8.728228268
,20180321,1200,-1,85,0.448,5.47,62.70739163
,20180321,1300,-1,86,-99,5.54,37.11729847
,20180321,1400,-0.8,85,0.448,6.06,129.1170433
,20180321,1500,-0.4,86,0.455,5.33,59.88747837
,20180321,1600,0,84,0.448,5.38,0.513400322
,20180321,1700,0.1,84,0.448,5.29,47.84682783
,20180321,1800,0.2,82,-99,4.62,34.16651115
,20180321,1900,-0.1,81,0.451,5.13,82.75769976
,20180321,2000,-0.4,82,0.455,4.03,148.9765216
,20180321,2100,-0.9,78,0.45,3.93,54.25364987
,20180321,2200,-2.1,80,0.453,4.01,38.28849021
,20180321,2300,-3.5,88,0.449,4.32,44.10652601
,20180322,0,-4.3,94,0.449,4.63,41.14041948
,20180322,100,-4.5,97,0.449,4.62,144.3890774
,20180322,200,-4.3,97,0.454,5.36,114.1430728
,20180322,300,-2.8,93,0.446,4.62,136.022784
,20180322,400,-2.5,86,0.446,4.77,15.35519965
,20180322,500,-2.8,85,0.448,4.92,3.639331176
,20180322,600,-3.4,87,0.453,5.69,52.00811831
,20180322,700,-2.4,87,-99,6.49,90.65042609
,20180322,800,-0.2,80,0.45,6.37,84.34883287
,20180322,900,1.7,67,0.45,6.61,123.3486155
,20180322,1000,2.7,60,0.45,6.18,4.198122
,20180322,1100,3.6,57,0.457,6.39,4.374458581
,20180322,1200,4.1,57,0.457,6.55,61.60778508
,20180322,1300,5.3,52,-99,6.25,142.4467279
,20180322,1400,6,49,0.455,6.42,105.0418611
,20180322,1500,6.6,46,0.451,5.97,59.85960102
,20180322,1600,6.8,44,0.452,6.02,86.65163344
,20180322,1700,6.7,43,0.452,5.69,49.44930267
,20180322,1800,5.7,46,-99,4.53,137.1653464
,20180322,1900,3.5,54,0.452,4.6,125.1864328
,20180322,2000,1.4,71,0.444,4.58,68.79135492
,20180322,2100,0.1,81,0.446,4.89,142.2782007
,20180322,2200,-0.7,85,0.445,4.52,32.51105742
,20180322,2300,-1.2,88,0.446,4.26,75.59989302
,20180323,0,-2,89,0.441,5.01,26.13114687
,20180323,100,-2,91,0.442,4.59,92.34295829
,20180323,200,-2.5,92,0.447,4.32,132.1364226
,20180323,300,-2.2,93,0.442,3.9,148.7102565
,20180323,400,-1.6,92,0.448,3.99,123.477306
,20180323,500,-1.2,91,0.444,4.58,135.4924275
,20180323,600,-0.8,91,0.444,5.45,42.15247104
,20180323,700,0.4,89,0.449,5.16,6.840887833
,20180323,800,1.7,75,0.45,5.74,6.064542607
,20180323,900,2.9,69,0.442,5.28,2.64634587
,20180323,1000,3.8,64,0.448,5.67,65.56783912
,20180323,1100,4.7,57,0.449,6,42.48646558
,20180323,1200,5.7,52,0.449,6.39,128.344407
,20180323,1300,6.4,49,0.447,6.56,95.85369497
,20180323,1400,7.7,47,0.45,5.86,59.9552289
,20180323,1500,9,48,0.447,5.88,42.47505881
,20180323,1600,9.4,48,0.45,4.35,24.4193506
,20180323,1700,8.5,53,0.45,4.83,35.91040214
,20180323,1800,7.2,62,0.451,4.86,50.13013748
,20180323,1900,6.2,64,0.449,4.3,23.8301986
,20180323,2000,5.4,74,0.451,5.14,5.824486299
,20180323,2100,5.2,80,0.444,4.78,139.7072056
,20180323,2200,5.2,81,0.451,4.01,57.00182813
,20180323,2300,5.3,79,0.448,5.07,59.24627335
,20180324,0,5.4,78,0.449,4.46,0.03693398
,20180324,100,5.2,84,0.454,5.02,35.47616772
,20180324,200,5.1,86,0.452,4.04,56.64631893
,20180324,300,4.7,89,0.463,4.77,42.71851162
,20180324,400,4.6,91,0.461,4.49,139.9388488
,20180324,500,4.8,92,0.46,4.59,85.27226766
,20180324,600,5,91,0.463,4.2,53.8457098
,20180324,700,6,90,0.459,5.42,101.7296379
,20180324,800,6.7,80,0.466,5.69,47.67008621
,20180324,900,7.8,75,0.46,5.58,141.7221486
,20180324,1000,8.6,74,0.463,5.36,62.75003678
,20180324,1100,8.7,78,0.467,5.24,69.98154309
,20180324,1200,9,82,0.467,5.46,112.1091267
,20180324,1300,8.3,93,0.469,5.56,92.25098652
,20180324,1400,9,98,0.468,4.96,39.57478248
,20180324,1500,9.8,100,0.47,5.15,48.6548888
,20180324,1600,10.1,100,0.471,5.27,118.7328792
,20180324,1700,11.1,100,0.475,3.91,110.0150099
,20180324,1800,12.6,100,0.478,5.23,45.68943594
,20180324,1900,13.8,100,0.476,4.9,107.2031299
,20180324,2000,14.4,98,0.474,4.88,26.59940748
,20180324,2100,14.4,98,0.472,3.93,113.6504309
,20180324,2200,12,99,0.477,5.04,79.97228021
,20180324,2300,6,98,0.479,4.66,107.687071
,20180325,0,5.4,99,0.479,3.94,34.86413613
,20180325,100,5.7,100,-99,4.41,28.79891692
,20180325,200,6.1,100,0.48,4.89,53.81993944
,20180325,300,6.3,100,0.477,4.19,81.74082298
,20180325,400,6.1,100,0.478,4.25,110.6965771
,20180325,500,5.9,100,0.478,4.28,22.27489206
,20180325,600,5.8,100,0.475,4.75,83.59138669
,20180325,700,5.9,100,0.472,5.35,6.434144898
,20180325,800,6.1,100,0.474,6.25,84.65419125
,20180325,900,7.1,97,0.474,6.39,34.65627078
,20180325,1000,8.8,91,0.473,6.42,63.37559503
,20180325,1100,9.7,85,0.479,5.81,91.4795393
,20180325,1200,10.6,82,0.477,6.15,138.6710149
,20180325,1300,11.2,80,0.474,6.08,83.70976515
,20180325,1400,11.8,80,0.473,5.84,34.0829355
,20180325,1500,11.3,83,0.474,5.47,63.25931824
,20180325,1600,10.6,87,0.473,5,120.1453769
,20180325,1700,10.3,91,0.47,4.55,145.3721412
,20180325,1800,9.8,92,-99,4.64,61.18380587
,20180325,1900,9.2,94,0.469,3.19,146.4519636
,20180325,2000,9.2,96,0.475,3.52,140.4392296
,20180325,2100,9.2,97,0.471,4.49,41.45487366
,20180325,2200,9.1,97,0.474,3.67,129.8625747
,20180325,2300,8.6,98,0.469,5.06,99.79252794
,20180326,0,8.3,98,0.47,4.45,107.7126855
,20180326,100,8,94,0.468,4.92,50.09822454
,20180326,200,7.6,88,0.467,4.51,133.0248783
,20180326,300,7.1,81,-99,4.85,143.4209776
,20180326,400,7,77,0.469,4.75,84.93115287
,20180326,500,6.8,76,0.471,4.79,109.4505564
,20180326,600,6.6,74,0.466,5.64,62.00988933
,20180326,700,6.6,72,0.469,5.71,2.194440768
,20180326,800,7,69,0.463,5.42,8.557490675
,20180326,900,7.4,69,0.468,5.72,128.9709081
,20180326,1000,8.3,65,0.463,5.7,48.68151498
,20180326,1100,8.8,63,0.468,5.82,98.05091006
,20180326,1200,9.5,63,0.462,5.99,77.37080639
,20180326,1300,9.6,61,0.462,6.19,71.30099401
,20180326,1400,10.4,59,0.46,5.46,26.2458014
,20180326,1500,10.4,61,-99,5.7,75.05420265
,20180326,1600,10.1,62,0.459,5.21,69.4063099
,20180326,1700,10,64,0.46,4.82,51.48176267
,20180326,1800,9.5,63,-99,4.38,95.88162032
,20180326,1900,8.8,61,0.457,4.7,23.11023997
,20180326,2000,8.2,64,0.46,4.27,31.39570079
,20180326,2100,7.7,69,0.458,4.87,85.80806068
,20180326,2200,7.5,75,0.461,3.53,99.92813138
,20180326,2300,7.3,81,0.461,4.4,31.89735477
,20180327,0,7.1,85,0.461,4.47,44.09285473
,20180327,100,6.9,84,-99,5.42,5.590403283
,20180327,200,7.1,86,0.455,4.38,65.25882815
,20180327,300,7,86,0.46,4.55,126.9161485
,20180327,400,6.9,87,0.459,3.89,137.479082
,20180327,500,7.1,87,0.457,4.36,3.20423062
,20180327,600,7.3,86,0.456,4.9,54.23378593
,20180327,700,7.8,84,0.457,5.4,50.34335583
,20180327,800,8.2,82,0.46,5.55,14.9208453
,20180327,900,8.6,80,0.458,5.28,70.4882551
,20180327,1000,9.7,80,0.459,5.83,58.11240769
,20180327,1100,11.1,78,0.454,6.08,84.48841361
,20180327,1200,12.5,76,0.456,5.84,45.33538819
,20180327,1300,13.1,74,0.45,6.85,62.99600369
,20180327,1400,14.6,73,0.453,6.3,94.29507304
,20180327,1500,14.8,71,0.453,6.24,51.09547115
,20180327,1600,14.4,73,-99,5.31,70.85521719
,20180327,1700,13.8,75,0.453,4.94,35.45484492
,20180327,1800,13.2,78,0.453,4.6,95.25694291
,20180327,1900,12.8,80,0.452,4.85,129.9645269
,20180327,2000,12.1,82,0.451,4.66,140.0674448
,20180327,2100,12.1,83,0.448,4.83,133.7402366
,20180327,2200,11.7,84,0.448,4.65,97.33343215
,20180327,2300,11.3,86,0.448,4.81,72.52872676
,20180328,0,11.7,86,-99,4.78,147.2916756
